Generation,Zeit,Spieldauer,Stapel,Flach,Diagonal,Unentschieden,Hoechste Fitness,Durchschnittliche Fitness
909,32.1,35.5,514,8124,601,661,4900.0,4003.45
910,31.67,34.8,630,8086,816,368,5219.0,4252.67
911,30.98,34.2,887,7643,886,484,5270.5,4022.55
912,30.72,34.8,732,7255,1151,762,5352.5,3788.65
913,29.2,33.5,1826,6400,915,759,6024.0,3595.645
914,30.31,33.9,1772,6339,963,826,5572.5,3569.82
915,30.52,33.5,1663,6372,1153,712,5518.0,3659.78
916,29.79,32.9,1749,6672,1051,428,6794.5,3896.17
917,30.8,34.1,1216,7114,1090,480,6398.0,4013.865
918,30.86,34.0,1166,7321,1162,251,5781.0,4273.375
919,29.78,33.0,1442,6980,1200,278,5276.5,4090.92
920,28.84,31.8,1785,6722,985,408,6263.5,3758.77
921,29.13,32.2,1590,6646,1261,403,7084.0,3822.555
922,29.25,32.1,1507,6696,1345,352,6311.0,3883.365
923,28.71,31.1,2090,5869,1550,391,5047.5,3684.065
924,28.57,31.2,1697,6975,1039,189,5431.0,3930.1
925,34.6,32.4,1341,7582,872,105,4978.0,4207.685
926,35.31,32.9,1202,7817,732,149,5075.5,4229.86
927,35.49,33.2,1474,8047,287,92,6469.5,4333.845
928,34.34,32.5,4580,4718,458,144,5904.0,4169.965
929,35.44,32.9,4060,5463,310,67,5882.5,4328.815
930,38.14,35.1,2966,6535,243,156,5433.0,4547.025
931,36.84,34.1,2876,6408,474,142,5645.0,4413.45
932,37.79,35.4,3025,6139,548,188,5978.0,4553.3
933,37.83,35.1,3117,5968,587,228,6967.0,4466.55
934,38.18,34.3,3460,5738,595,107,6873.0,4485.89
935,36.16,32.8,4012,5202,526,160,6866.0,4226.255
936,28.71,27.1,5703,3594,483,120,5548.0,3477.465
937,21.54,19.1,8395,1250,195,60,3459.0,2421.13
938,18.52,18.5,8745,923,116,116,3895.0,2268.665
939,19.38,18.1,9089,633,160,18,3814.0,2336.15
940,21.61,19.7,8976,650,72,202,3855.0,2354.295
941,24.74,20.7,9047,599,126,128,4081.5,2583.64
942,27.85,24.2,9075,555,134,136,4575.5,3088.545
943,27.41,23.6,8912,590,275,123,5257.5,3026.68
944,23.9,23.3,8674,980,187,59,4766.0,3047.22
945,25.04,23.7,9030,589,244,37,4544.0,3134.63
946,24.99,24.4,8587,839,294,180,5775.5,3069.425
947,25.65,25.5,8157,877,758,108,5728.5,3299.635
948,25.9,24.9,8269,676,839,116,7799.5,3211.605
949,27.88,26.6,7521,848,1448,83,7755.0,3491.145
950,28.65,27.1,6777,1107,1977,39,7459.5,3607.065
951,26.24,25.0,6509,1218,2139,34,7243.0,3288.555
952,25.27,24.7,6561,1223,2089,27,6966.0,3257.74
953,27.79,27.2,5754,1659,2425,62,6639.0,3584.945
954,27.37,27.1,3194,3804,2856,46,5765.5,3532.23
955,28.22,27.6,3493,3370,2976,61,6951.0,3601.795
956,29.93,28.7,4531,2486,2846,37,6285.0,3804.75
957,29.06,28.5,6010,1910,1943,37,6112.0,3808.17
958,29.17,28.5,5505,2142,2216,37,5414.5,3780.21
959,30.12,29.6,5574,1842,2437,47,6010.5,3928.455
960,29.69,29.5,4318,2495,3046,41,6053.0,3911.145
961,31.12,30.6,3998,2758,3107,37,5998.5,4094.155
962,30.37,29.5,4435,2878,2515,72,6099.5,3898.795
963,30.04,29.2,4373,3339,2083,105,6279.0,3837.425
964,31.56,30.7,3296,4056,2419,129,5808.0,4034.93
965,31.3,30.5,3679,3841,2195,185,6231.5,3932.665
966,30.02,29.0,3450,4030,2249,171,5677.0,3708.12
967,30.68,28.6,3006,4486,2257,151,5841.5,3651.475
968,29.96,27.3,2855,5414,1583,48,5911.0,3573.435
969,27.49,26.9,3378,5096,1364,62,5774.5,3489.59
970,27.37,27.3,3926,4374,1435,165,5566.5,3438.69
971,28.43,27.5,4102,4278,1336,184,5134.5,3432.97
972,27.1,27.4,4211,4014,1531,144,5263.5,3472.365
973,27.73,27.8,3307,4817,1622,154,5506.5,3528.98
974,28.92,28.8,3361,4428,1941,170,5800.0,3666.325
975,27.61,28.1,4110,4304,1347,139,6020.0,3603.005
976,27.47,27.4,4762,3719,1308,111,5654.5,3516.7
977,26.68,26.6,5624,3376,858,42,5451.5,3479.575
978,25.44,25.1,6047,2860,928,65,5189.0,3240.39
979,24.93,25.4,5779,3122,925,74,5203.0,3282.32
980,26.12,25.5,5333,3500,1036,31,5022.5,3354.445
981,23.21,23.1,7084,2524,287,5,5210.0,3007.685
982,24.02,23.9,6241,2963,656,40,5393.5,3086.955
983,24.11,24.0,6180,2860,838,22,5167.5,3126.665
984,23.25,23.0,5700,3339,847,14,5047.0,2986.38
985,24.23,24.4,5916,2682,1243,59,4823.5,3139.55
986,23.14,23.5,5844,3336,713,7,5451.5,3053.935
987,23.54,23.7,5945,3047,864,44,5227.0,3036.575
988,22.75,23.7,6642,2477,696,85,5359.5,3009.525
989,24.59,24.9,5956,2587,1247,110,5005.5,3145.34
990,24.28,24.2,6674,2188,1009,29,5494.0,3133.24
991,24.44,24.7,6564,2310,923,103,5086.5,3130.635
992,25.84,24.2,5945,2701,1055,199,4645.0,2944.545
993,24.19,23.3,6239,2917,651,93,5298.0,2930.825
994,22.67,22.3,6677,2385,799,39,4494.0,2836.24
995,24.55,23.5,7183,1912,684,121,4529.0,2930.5
996,22.8,22.2,6598,2497,772,33,4432.0,2831.945
997,23.03,22.5,6879,2130,885,6,4700.0,2922.96
998,23.62,22.6,7241,1753,891,15,4797.0,2928.805
999,24.54,23.8,7073,1681,1082,64,4936.0,3049.62
